signing_date,signer,citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,start_page,title,disposition_notes,executive_order_number
8/24/20,Trump,85 FR 52879,2020-19032,52880,https://www.federalregister.gov/documents/2020/08/27/2020-19032/targeting-opportunity-zones-and-other-distressed-communities-for-federal-site-locations,https://www.govinfo.gov/content/pkg/FR-2020-08-27/pdf/2020-19032.pdf,Presidential Document,Executive Order,8/27/20,52879,Targeting Opportunity Zones and Other Distressed Communities for Federal Site Locations,"Amends: EO 12072, August 16, 1978; EO 13006, May 21, 1996",13946
8/6/20,Trump,85 FR 49929,2020-18012,49934,https://www.federalregister.gov/documents/2020/08/14/2020-18012/combating-public-health-emergencies-and-strengthening-national-security-by-ensuring-essential,https://www.govinfo.gov/content/pkg/FR-2020-08-14/pdf/2020-18012.pdf,Presidential Document,Executive Order,8/14/20,49929,"Combating Public Health Emergencies and Strengthening National Security by Ensuring Essential Medicines, Medical Countermeasures, and Critical Inputs Are Made in the United States","See: EO 13603, March 16, 2012",13944
8/8/20,Trump,85 FR 49935,2020-18015,49937,https://www.federalregister.gov/documents/2020/08/14/2020-18015/fighting-the-spread-of-covid-19-by-providing-assistance-to-renters-and-homeowners,https://www.govinfo.gov/content/pkg/FR-2020-08-14/pdf/2020-18015.pdf,Presidential Document,Executive Order,8/14/20,49935,Fighting the Spread of COVID-19 by Providing Assistance to Renters and Homeowners,,13945
8/6/20,Trump,85 FR 48637,2020-17699,48639,https://www.federalregister.gov/documents/2020/08/11/2020-17699/addressing-the-threat-posed-by-tiktok-and-taking-additional-steps-to-address-the-national-emergency,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17699.pdf,Presidential Document,Executive Order,8/11/20,48637,"Addressing the Threat Posed by TikTok, and Taking Additional Steps To Address the National Emergency With Respect to the Information and Communications Technology and Services Supply Chain","See: EO 13873, May 15, 2019",13942
8/6/20,Trump,85 FR 48641,2020-17700,48643,https://www.federalregister.gov/documents/2020/08/11/2020-17700/addressing-the-threat-posed-by-wechat-and-taking-additional-steps-to-address-the-national-emergency,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17700.pdf,Presidential Document,Executive Order,8/11/20,48641,"Addressing the Threat Posed by WeChat, and Taking Additional Steps To Address the National Emergency With Respect to the Information and Communications Technology and Services Supply Chain","See: EO 13873, May 15, 2019; EO 13942, August 6, 2020",13943
8/3/20,Trump,85 FR 47879,2020-17363,47880,https://www.federalregister.gov/documents/2020/08/06/2020-17363/aligning-federal-contracting-and-hiring-practices-with-the-interests-of-american-workers,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17363.pdf,Presidential Document,Executive Order,8/6/20,47879,Aligning Federal Contracting and Hiring Practices With the Interests of American Workers,"See: EO 11935, September 2, 1976",13940
8/3/20,Trump,85 FR 47881,2020-17364,47883,https://www.federalregister.gov/documents/2020/08/06/2020-17364/improving-rural-health-and-telehealth-access,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17364.pdf,Presidential Document,Executive Order,8/6/20,47881,Improving Rural Health and Telehealth Access,,13941
7/24/20,Trump,85 FR 45755,2020-16623,45756,https://www.federalregister.gov/documents/2020/07/29/2020-16623/access-to-affordable-life-saving-medications,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16623.pdf,Presidential Document,Executive Order,7/29/20,45755,Access to Affordable Life-Saving Medications,,13937
7/24/20,Trump,85 FR 45757,2020-16624,45758,https://www.federalregister.gov/documents/2020/07/29/2020-16624/increasing-drug-importation-to-lower-prices-for-american-patients,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16624.pdf,Presidential Document,Executive Order,7/29/20,45757,Increasing Drug Importation To Lower Prices for American Patients,,13938
7/24/20,Trump,85 FR 45759,2020-16625,45760,https://www.federalregister.gov/documents/2020/07/29/2020-16625/lowering-prices-for-patients-by-eliminating-kickbacks-to-middlemen,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16625.pdf,Presidential Document,Executive Order,7/29/20,45759,Lowering Prices for Patients by Eliminating Kickbacks to Middlemen,,13939
7/14/20,Trump,85 FR 43413,2020-15646,43417,https://www.federalregister.gov/documents/2020/07/17/2020-15646/the-presidents-executive-order-on-hong-kong-normalization,https://www.govinfo.gov/content/pkg/FR-2020-07-17/pdf/2020-15646.pdf,Presidential Document,Executive Order,7/17/20,43413,The President's Executive Order on Hong Kong Normalization,,13936
7/9/20,Trump,85 FR 42683,2020-15338,42686,https://www.federalregister.gov/documents/2020/07/14/2020-15338/white-house-hispanic-prosperity-initiative,https://www.govinfo.gov/content/pkg/FR-2020-07-14/pdf/2020-15338.pdf,Presidential Document,Executive Order,7/14/20,42683,White House Hispanic Prosperity Initiative,"Supersedes: EO 13555, October 19, 2010; partially supersedes: EO 13889, September 27, 2019",13935
7/3/20,Trump,85 FR 41165,2020-14872,41168,https://www.federalregister.gov/documents/2020/07/08/2020-14872/building-and-rebuilding-monuments-to-american-heroes,https://www.govinfo.gov/content/pkg/FR-2020-07-08/pdf/2020-14872.pdf,Presidential Document,Executive Order,7/8/20,41165,Building and Rebuilding Monuments to American Heroes,"See: EO 13933, June 26, 2020",13934
6/26/20,Trump,85 FR 40081,2020-14509,40084,https://www.federalregister.gov/documents/2020/07/02/2020-14509/protecting-american-monuments-memorials-and-statues-and-combating-recent-criminal-violence,https://www.govinfo.gov/content/pkg/FR-2020-07-02/pdf/2020-14509.pdf,Presidential Document,Executive Order,7/2/20,40081,"Protecting American Monuments, Memorials, and Statues and Combating Recent Criminal Violence",,13933
6/26/20,Trump,85 FR 39455,2020-14328,39455,https://www.federalregister.gov/documents/2020/07/01/2020-14328/continuing-the-presidents-national-council-for-the-american-worker-and-the-american-workforce-policy,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14328.pdf,Presidential Document,Executive Order,7/1/20,39455,Continuing the President's National Council for the American Worker and the American Workforce Policy Advisory Board,"See: EO 13845, July 19, 2018",13931
6/26/20,Trump,85 FR 39457,2020-14337,39459,https://www.federalregister.gov/documents/2020/07/01/2020-14337/modernizing-and-reforming-the-assessment-and-hiring-of-federal-job-candidates,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14337.pdf,Presidential Document,Executive Order,7/1/20,39457,Modernizing and Reforming the Assessment and Hiring of Federal Job Candidates,,13932
6/24/20,Trump,85 FR 38741,2020-14077,38745,https://www.federalregister.gov/documents/2020/06/29/2020-14077/strengthening-the-child-welfare-system-for-americas-children,https://www.govinfo.gov/content/pkg/FR-2020-06-29/pdf/2020-14077.pdf,Presidential Document,Executive Order,6/29/20,38741,Strengthening the Child Welfare System for America's Children,,13930
6/16/20,Trump,85 FR 37325,2020-13449,37328,https://www.federalregister.gov/documents/2020/06/19/2020-13449/safe-policing-for-safe-communities,https://www.govinfo.gov/content/pkg/FR-2020-06-19/pdf/2020-13449.pdf,Presidential Document,Executive Order,6/19/20,37325,Safe Policing for Safe Communities,,13929
6/11/20,Trump,85 FR 36139,2020-12953,36142,https://www.federalregister.gov/documents/2020/06/15/2020-12953/blocking-property-of-certain-persons-associated-with-the-international-criminal-court,https://www.govinfo.gov/content/pkg/FR-2020-06-15/pdf/2020-12953.pdf,Presidential Document,Executive Order,6/15/20,36139,Blocking Property of Certain Persons Associated With the International Criminal Court,,13928
6/4/20,Trump,85 FR 35165,2020-12584,35170,https://www.federalregister.gov/documents/2020/06/09/2020-12584/accelerating-the-nations-economic-recovery-from-the-covid-19-emergency-by-expediting-infrastructure,https://www.govinfo.gov/content/pkg/FR-2020-06-09/pdf/2020-12584.pdf,Presidential Document,Executive Order,6/9/20,35165,Accelerating the Nation's Economic Recovery From the COVID-19 Emergency by Expediting Infrastructure Investments and Other Activities,,13927
6/2/20,Trump,85 FR 34951,2020-12430,34953,https://www.federalregister.gov/documents/2020/06/05/2020-12430/advancing-international-religious-freedom,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12430.pdf,Presidential Document,Executive Order,6/5/20,34951,Advancing International Religious Freedom,"See: EO 13818, December 20, 2017",13926
5/28/20,Trump,85 FR 34079,2020-12030,34083,https://www.federalregister.gov/documents/2020/06/02/2020-12030/preventing-online-censorship,https://www.govinfo.gov/content/pkg/FR-2020-06-02/pdf/2020-12030.pdf,Presidential Document,Executive Order,6/2/20,34079,Preventing Online Censorship,,13925
5/19/20,Trump,85 FR 31353,2020-11301,31356,https://www.federalregister.gov/documents/2020/05/22/2020-11301/regulatory-relief-to-support-economic-recovery,https://www.govinfo.gov/content/pkg/FR-2020-05-22/pdf/2020-11301.pdf,Presidential Document,Executive Order,5/22/20,31353,Regulatory Relief To Support Economic Recovery,"See: EO 13892, October 9, 2019",13924
5/15/20,Trump,85 FR 30587,2020-10993,30588,https://www.federalregister.gov/documents/2020/05/20/2020-10993/establishment-of-the-forced-labor-enforcement-task-force-under-section-741-of-the-united-states-,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-10993.pdf,Presidential Document,Executive Order,5/20/20,30587,Establishment of the Forced Labor Enforcement Task Force Under Section 741 of the United States- Mexico-Canada Agreement Implementation Act,,13923
5/14/20,Trump,85 FR 30583,2020-10953,30584,https://www.federalregister.gov/documents/2020/05/19/2020-10953/delegating-authority-under-the-defense-production-act-to-the-chief-executive-officer-of-the-united,https://www.govinfo.gov/content/pkg/FR-2020-05-19/pdf/2020-10953.pdf,Presidential Document,Executive Order,5/19/20,30583,Delegating Authority Under the Defense Production Act to the Chief Executive Officer of the United States International Development Finance Corporation To Respond to the COVID-19 Outbreak,"See: EO 13603, March 16, 2012; EO 13911, March 27, 2020",13922
5/7/20,Trump,85 FR 28471,2020-10315,28477,https://www.federalregister.gov/documents/2020/05/12/2020-10315/promoting-american-seafood-competitiveness-and-economic-growth,https://www.govinfo.gov/content/pkg/FR-2020-05-12/pdf/2020-10315.pdf,Presidential Document,Executive Order,5/12/20,28471,Promoting American Seafood Competitiveness and Economic Growth,"See: EO 13807, August 15, 2017",13921
4/30/20,Trump,85 FR 26591,2020-09645,26592,https://www.federalregister.gov/documents/2020/05/04/2020-09645/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.govinfo.gov/content/pkg/FR-2020-05-04/pdf/2020-09645.pdf,Presidential Document,Executive Order,5/4/20,26591,Ordering the Selected Reserve of the Armed Forces to Active Duty,,13919
5/1/20,Trump,85 FR 26595,2020-09695,26599,https://www.federalregister.gov/documents/2020/05/04/2020-09695/securing-the-united-states-bulk-power-system,https://www.govinfo.gov/content/pkg/FR-2020-05-04/pdf/2020-09695.pdf,Presidential Document,Executive Order,5/4/20,26595,Securing the United States Bulk-Power System,,13920
4/28/20,Trump,85 FR 26313,2020-09536,26314,https://www.federalregister.gov/documents/2020/05/01/2020-09536/delegating-authority-under-the-defense-production-act-with-respect-to-food-supply-chain-resources,https://www.govinfo.gov/content/pkg/FR-2020-05-01/pdf/2020-09536.pdf,Presidential Document,Executive Order,5/1/20,26313,Delegating Authority Under the Defense Production Act With Respect to Food Supply Chain Resources During the National Emergency Caused by the Outbreak of COVID- 19,"See: EO 13603, March 16, 2012",13917
4/28/20,Trump,85 FR 26315,2020-09537,26316,https://www.federalregister.gov/documents/2020/05/01/2020-09537/establishment-of-the-interagency-labor-committee-for-monitoring-and-enforcement-under-section-711-of,https://www.govinfo.gov/content/pkg/FR-2020-05-01/pdf/2020-09537.pdf,Presidential Document,Executive Order,5/1/20,26315,Establishment of the Interagency Labor Committee for Monitoring and Enforcement Under Section 711 of the United States-Mexico-Canada Agreement Implementation Act,,13918
4/18/20,Trump,85 FR 22951,2020-08846,22952,https://www.federalregister.gov/documents/2020/04/23/2020-08846/national-emergency-authority-to-temporarily-extend-deadlines-for-certain-estimated-payments,https://www.govinfo.gov/content/pkg/FR-2020-04-23/pdf/2020-08846.pdf,Presidential Document,Executive Order,4/23/20,22951,National Emergency Authority To Temporarily Extend Deadlines for Certain Estimated Payments,,13916
4/14/20,Trump,85 FR 21733,2020-08392,21734,https://www.federalregister.gov/documents/2020/04/17/2020-08392/providing-an-order-of-succession-within-the-department-of-the-interior,https://www.govinfo.gov/content/pkg/FR-2020-04-17/pdf/2020-08392.pdf,Presidential Document,Executive Order,4/17/20,21733,Providing an Order of Succession Within the Department of the Interior,"Revokes: EO 13244, December 18, 2001",13915
4/6/20,Trump,85 FR 20381,2020-07800,20382,https://www.federalregister.gov/documents/2020/04/10/2020-07800/encouraging-international-support-for-the-recovery-and-use-of-space-resources,https://www.govinfo.gov/content/pkg/FR-2020-04-10/pdf/2020-07800.pdf,Presidential Document,Executive Order,4/10/20,20381,Encouraging International Support for the Recovery and Use of Space Resources,,13914
4/4/20,Trump,85 FR 19643,2020-07530,19650,https://www.federalregister.gov/documents/2020/04/08/2020-07530/establishing-the-committee-for-the-assessment-of-foreign-participation-in-the-united-states,https://www.govinfo.gov/content/pkg/FR-2020-04-08/pdf/2020-07530.pdf,Presidential Document,Executive Order,4/8/20,19643,Establishing the Committee for the Assessment of Foreign Participation in the United States Telecommunications Services Sector,"See: EO 12333, December 4, 1981",13913
3/27/20,Trump,85 FR 18407,2020-06985,18408,https://www.federalregister.gov/documents/2020/04/01/2020-06985/national-emergency-authority-to-order-the-selected-reserve-and-certain-members-of-the-individual,https://www.govinfo.gov/content/pkg/FR-2020-04-01/pdf/2020-06985.pdf,Presidential Document,Executive Order,4/1/20,18407,National Emergency Authority To Order the Selected Reserve and Certain Members of the Individual Ready Reserve of the Armed Forces to Active Duty,,13912
3/27/20,Trump,85 FR 18403,2020-06969,18405,https://www.federalregister.gov/documents/2020/04/01/2020-06969/delegating-additional-authority-under-the-defense-production-act-with-respect-to-health-and-medical,https://www.govinfo.gov/content/pkg/FR-2020-04-01/pdf/2020-06969.pdf,Presidential Document,Executive Order,4/1/20,18403,Delegating Additional Authority Under the Defense Production Act With Respect to Health and Medical Resources To Respond to the Spread of COVID-19,"See: EO 13603, March 16, 2012; EO 13909, March 18, 2020; EO 13910, March 23, 2020",13911
3/23/20,Trump,85 FR 17001,2020-06478,17002,https://www.federalregister.gov/documents/2020/03/26/2020-06478/preventing-hoarding-of-health-and-medical-resources-to-respond-to-the-spread-of-covid-19,https://www.govinfo.gov/content/pkg/FR-2020-03-26/pdf/2020-06478.pdf,Presidential Document,Executive Order,3/26/20,17001,Preventing Hoarding of Health and Medical Resources To Respond to the Spread of COVID-19,"See: EO 13909, March 18, 2020",13910
3/18/20,Trump,85 FR 16227,2020-06161,16228,https://www.federalregister.gov/documents/2020/03/23/2020-06161/prioritizing-and-allocating-health-and-medical-resources-to-respond-to-the-spread-of-covid-19,https://www.govinfo.gov/content/pkg/FR-2020-03-23/pdf/2020-06161.pdf,Presidential Document,Executive Order,3/23/20,16227,Prioritizing and Allocating Health and Medical Resources to Respond to the Spread of COVID-19,"See: EO 13603, March 16, 2012",13909
2/28/20,Trump,85 FR 12983,2020-04755,12984,https://www.federalregister.gov/documents/2020/03/06/2020-04755/establishment-of-the-interagency-committee-on-trade-in-automotive-goods-under-section-202a-of-the,https://www.govinfo.gov/content/pkg/FR-2020-03-06/pdf/2020-04755.pdf,Presidential Document,Executive Order,3/6/20,12983,Establishment of the Interagency Committee on Trade in Automotive Goods Under Section 202A of the United States Mexico Canada Agreement Implementation Act,,13908
